Address,Prices,Bedroom,Bathroom,Parking,Type_Apartment,Type_House,Type_Townhouse
"4009/228 La Trobe Street, 
MELBOURNE VIC 3000",850.0,2,1, ,1,0,0
"303/543 Elizabeth Street, 
MELBOURNE VIC 3000",850.0,2,2,1,1,0,0
"129/632 St Kilda Road, 
MELBOURNE VIC 3004",850.0,3,2,2,1,0,0
"903/1 Roy Street, 
MELBOURNE VIC 3000",850.0,2,2,2,1,0,0
"5405/500 Elizabeth Street, 
MELBOURNE VIC 3000",880.0,3,2, ,1,0,0
"817A/260 Spencer St, 
MELBOURNE VIC 3000",850.0,2,2,1,1,0,0
"904/265 Exhibition Street, 
MELBOURNE VIC 3000",850.0,2,2,1,1,0,0
"10/68 Diamond Creek Road, 
GREENSBOROUGH VIC 3088",580.0,3,2,1,0,1,0
"49 Greenhaven Drive, 
GREENVALE VIC 3059",580.0,4,2,2,0,1,0
"117 Horizon Boulevard, 
GREENVALE VIC 3059",580.0,4,2,2,0,1,0
"30 Honey Flower Way, 
GREENVALE VIC 3059",580.0,3,2,2,0,1,0
"195 Heyers Road, 
GROVEDALE VIC 3216",580.0,4,2,2,0,1,0
"2/23 WILSON Street, 
HIGHETT VIC 3190",580.0,2,1,1,1,0,0
"31 Dalveen Road, 
IVANHOE VIC 3079",580.0,3,2,1,0,0,1
"G06/15 Ivanhoe Parade, 
IVANHOE VIC 3079",580.0,2,1,1,1,0,0
"217a/119-125 Bell Street, 
IVANHOE VIC 3079",580.0,2,1,1,1,0,0
"31 Lincoln Mews, 
KENSINGTON VIC 3031",580.0,2,1,1,0,0,1
"39 Rosevae Crescent, 
KEYSBOROUGH VIC 3173",580.0,2,1,1,0,0,1
"120 Lovely Banks Road, 
LOVELY BANKS VIC 3213",580.0,3,2,4,0,1,0
"120 Lovely Banks Rd, 
LOVELY BANKS VIC 3213",580.0,3,2,4,0,1,0
"6 Buffalo Crescent, 
MANOR LAKES VIC 3024",580.0,4,2,2,0,1,0
"450 St Kilda Road, 
MELBOURNE VIC 3004",580.0,1,1,1,1,0,0
"2207d/648 Lonsdale Street, 
MELBOURNE VIC 3000",580.0,1,1, ,1,0,0
"1B1B/633 Little Lonsdale Street, 
MELBOURNE VIC 3000",580.0,1,1, ,1,0,0
"803/483 Swanston Street, 
MELBOURNE VIC 3000",580.0,1,1, ,1,0,0
"1/61 Marlborough Street, 
BENTLEIGH EAST VIC 3165",650.0,2,1,1,1,0,0
"2 Sherriff Lane, 
BERWICK VIC 3806",650.0,4,3,2,0,0,1
"125 Soldiers Road, 
BERWICK VIC 3806",650.0,4,2,2,0,1,0
"36 Eucumbene Drive, 
BERWICK VIC 3806",650.0,4,2,2,0,1,0
"12 Sherriff Lane, 
BERWICK VIC 3806",650.0,4,3,2,0,1,0
"3/22-24 Warleigh Grove, 
BRIGHTON VIC 3186",650.0,2,2,2,1,0,0
"1/121 Cochrane Street, 
BRIGHTON VIC 3186",650.0,3,1,2,1,0,0
"10 Hall Street, 
BRUNSWICK VIC 3056",650.0,2,1,2,0,1,0
"116 Gold Street, 
BRUNSWICK VIC 3056",650.0,2,1, ,0,0,1
"8 Lygon Street, 
BRUNSWICK EAST VIC 3057",650.0,2,2,1,1,0,0
"5 Manchester Crescent, 
BUNDOORA VIC 3083",650.0,3,2,2,0,1,0
"33 Weir Loop, 
BUNDOORA VIC 3083",650.0,3,3,2,0,1,0
"25/2 Ambrose Treacy Drive, 
BUNDOORA VIC 3083",650.0,4,2,2,0,0,1
"104/326-328 Burwood Hwy, 
BURWOOD VIC 3125",650.0,3,1,2,1,0,0
"2/19 Cromwell Street, 
BURWOOD VIC 3125",650.0,3,2,1,0,1,0
"306/950 Swanston St, 
CARLTON VIC 3053",650.0,2,1,1,1,0,0
"2503/33 Mackenzie Street, 
MELBOURNE VIC 3000",680.0,2,2,1,1,0,0
"3309/31 A'Beckett Street, 
MELBOURNE VIC 3000",680.0,2,1,1,1,0,0
"2210C/633 Little Lonsdale Street, 
MELBOURNE VIC 3000",680.0,2,1, ,1,0,0
"2909/639 Lonsdale St, 
MELBOURNE VIC 3000",680.0,2,1, ,1,0,0
"1502/462 Elizabeth Street, 
MELBOURNE VIC 3000",680.0,2,2, ,1,0,0
"3406/500 Elizabeth Street, 
MELBOURNE VIC 3000",680.0,2,2, ,1,0,0
"1602/7 Katherine Place, 
MELBOURNE VIC 3000",680.0,2,2,1,1,0,0
"37/20 Bank Place, 
MELBOURNE VIC 3000",680.0,2,2, ,1,0,0
"Level55/442 Elizabeth Street, 
MELBOURNE VIC 3000",680.0,2,1, ,1,0,0
"1204/601 Little Lonsdale Street, 
MELBOURNE VIC 3000",680.0,2,2,1,1,0,0
"1202/228 La Trobe Street, 
MELBOURNE VIC 3000",680.0,2,1, ,1,0,0
"517/555 St Kilda Road, 
MELBOURNE VIC 3004",680.0,2,2,1,1,0,0
"2302/560 Lonsdale Street, 
MELBOURNE VIC 3000",680.0,2,1, ,1,0,0
"6 EDDY STREET, 
MOONEE PONDS VIC 3039",680.0,2,1,2,0,0,1
"15 Tintagel Way, 
MORNINGTON VIC 3931",680.0,4,2,2,0,1,0
"13 Wendover Court, 
MOUNT WAVERLEY VIC 3149",680.0,4,2,2,0,1,0
"3/49-51 Larch Crescent, 
MOUNT WAVERLEY VIC 3149",680.0,3,2,2,0,0,1
"1/4 Elcho Street, 
NEWTOWN VIC 3220",680.0,3,3,2,0,0,1
"30 Curran Street, 
NORTH MELBOURNE VIC 3051",680.0,3,1, ,0,1,0
"3607/283 City Road, 
SOUTHBANK VIC 3006",580.0,1,1, ,1,0,0
"1 Cotswold Cres, 
SPRINGVALE SOUTH VIC 3172",580.0,4,1,2,0,1,0
"115/40-44 Pakington Street, 
ST KILDA VIC 3182",580.0,2,1,1,1,0,0
"4/36 Barkly Street, 
ST KILDA VIC 3182",580.0,2,1,1,1,0,0
"3/350 Dandenong Road, 
ST KILDA EAST VIC 3183",580.0,3,2,1,1,0,0
"208/27-31 Herbert Street, 
ST KILDA EAST VIC 3183",580.0,2,2,1,1,0,0
"24 Dominico Street, 
ST LEONARDS VIC 3223",580.0,4,2,2,0,1,0
"51 Camperdown Avenue, 
SUNSHINE NORTH VIC 3020",580.0,5,3,2,0,1,0
"54 Rosso Drive, 
TARNEIT VIC 3029",580.0,5,3,2,0,1,0
"10 Balmain Street, 
TARNEIT VIC 3029",580.0,4,3,2,0,1,0
"8 Devotion Way, 
TARNEIT VIC 3029",580.0,5,2,2,0,1,0
"17 Tambo Crescent, 
TAYLORS HILL VIC 3037",580.0,4,2,2,0,1,0
"44 Pintail Crescent, 
TAYLORS LAKES VIC 3038",580.0,3,2,2,0,1,0
"108/679-685 High Street, 
THORNBURY VIC 3071",580.0,2,2,1,1,0,0
"3 Ledmore Street, 
TRUGANINA VIC 3029",580.0,4,2,2,0,1,0
"24 Scottsmith Crescent, 
TRUGANINA VIC 3029",580.0,4,2,2,0,1,0
"5 Finders Circuit, 
TRUGANINA VIC 3029",580.0,4,2,2,0,1,0
"1405/105 Batman Street, 
WEST MELBOURNE VIC 3003",580.0,1,1,1,1,0,0
"ST210/94 Stanley St, 
WEST MELBOURNE VIC 3003",580.0,1,1, ,1,0,0
"47 Bramley Crescent, 
WHEELERS HILL VIC 3150",580.0,3,2,1,0,1,0
"1708/65 Dudley Street, 
WEST MELBOURNE VIC 3003",600.0,1,1, ,1,0,0
"2314/65 Dudley Street, 
WEST MELBOURNE VIC 3003",600.0,1,1, ,1,0,0
"1601/408 Spencer Street, 
WEST MELBOURNE VIC 3003",600.0,1,1,1,1,0,0
"1111/33 Batman Street, 
WEST MELBOURNE VIC 3003",600.0,2,1, ,1,0,0
"279 Mickleham Road, 
WESTMEADOWS VIC 3049",600.0,4,2,2,0,1,0
"16 Meadowbrook Drive, 
WHEELERS HILL VIC 3150",600.0,4,2,2,0,1,0
"77 Fantail Crescent, 
WILLIAMS LANDING VIC 3027",600.0,4,2,2,0,1,0
"47 Princes Street, 
WILLIAMSTOWN VIC 3016",600.0,3,1, ,0,1,0
"110 Dover Road, 
WILLIAMSTOWN VIC 3016",600.0,2,1, ,0,1,0
"3/162A High Street, 
WINDSOR VIC 3181",600.0,2,2, ,1,0,0
"135 Jardin Road, 
WOLLERT VIC 3750",600.0,4,2,2,0,1,0
"49 Voyager Drive, 
WOLLERT VIC 3750",600.0,4,2,2,0,1,0
"666 Armstrong Road, 
WYNDHAM VALE VIC 3024",600.0,4,2,2,0,1,0
"96 Powell Street, 
YARRAVILLE VIC 3013",600.0,3,1,3,0,1,0
"449 Geelong Road, 
YARRAVILLE VIC 3013",595.0,4,2,3,0,1,0
"27 Mckell Street, 
DEANSIDE VIC 3336",2.0,4,2,2,0,1,0
"6 Barratt Court, 
NOBLE PARK VIC 3174",605.0,4,2,5,0,1,0
"D708/615 Victoria Street, 
ABBOTSFORD VIC 3067",610.0,2,2,1,1,0,0
"5/13 Batman St, 
ABERFELDIE VIC 3040",610.0,2,2,1,0,0,1
"30 Surfers Cres, 
CARRUM DOWNS VIC 3201",610.0,4,4,2,0,0,1
"G06A/72 Ascot Vale Road, 
FLEMINGTON VIC 3031",470.0,1,1,1,0,1,0
"509/2 Joseph Road, 
FOOTSCRAY VIC 3011",470.0,1,1,1,1,0,0
"508/2 Joseph Road, 
FOOTSCRAY VIC 3011",470.0,1,1,1,1,0,0
"3 Alexander Crescent, 
FRANKSTON VIC 3199",470.0,3,1,2,0,1,0
"3/57 - 59 Frankston - Flinders Rd, 
FRANKSTON VIC 3199",470.0,2,1,2,0,1,0
"6 Alfred Pl, 
FRANKSTON VIC 3199",470.0,3,1,2,0,1,0
"2/31 Bradshaw Street, 
FRANKSTON VIC 3199",470.0,2,1,1,1,0,0
"3/139 Kars Street, 
FRANKSTON SOUTH VIC 3199",470.0,2,2,2,0,0,1
"15 Wellington Street, 
GEELONG WEST VIC 3218",470.0,3,1,1,0,1,0
"10/9 Park Avenue, 
GLEN HUNTLY VIC 3163",470.0,2,1,1,1,0,0
"3/189 Daley Street, 
GLENROY VIC 3046",470.0,2,1,1,1,0,0
"106 Long Forest Av, 
HARKNESS VIC 3337",470.0,4,2,4,0,1,0
"265 Bulmans Road, 
HARKNESS VIC 3337",470.0,4,2,2,0,1,0
"105 Victoria Street, 
HASTINGS VIC 3915",470.0,3,2,4,0,1,0
"8 Ash Court, 
HASTINGS VIC 3915",470.0,3,1,1,0,1,0
"39 North Valley Road, 
HIGHTON VIC 3216",470.0,4,2,2,0,1,0
"1 Bugay Court, 
HILLSIDE VIC 3037",470.0,3,2,1,0,1,0
"25 Coolabah Crescent, 
HOPPERS CROSSING VIC 3029",470.0,3,2,2,0,1,0
"123-125 Bell Street, 
IVANHOE VIC 3079",470.0,1,1,1,1,0,0
"Carpark5808/135 A'Beckett Street, 
MELBOURNE VIC 3000",70.0, , ,1,0,1,0
"Carpark401/135 A'Beckett Street, 
MELBOURNE VIC 3000",70.0, , ,1,0,1,0
"Carpark402/135 A'Beckett Street, 
MELBOURNE VIC 3000",70.0, , ,1,0,1,0
"2658/181 Exhibition Street, 
MELBOURNE VIC 3000",85.0,1,1, ,1,0,0
"30 Daly Boulevard, 
HIGHTON VIC 3216",130.0,9,2,2,0,1,0
"18 Cedarville Close, 
HIGHTON VIC 3216",140.0,1,2,6,0,1,0
"Berth 5274 Martha Cove Waterway, 
SAFETY BEACH VIC 3936",140.0,1,1, ,0,1,0
"905/435 Nepean Highway, 
FRANKSTON VIC 3199",150.0, ,1, ,1,0,0
"123 Thornhill Road, 
HIGHTON VIC 3216",150.0,1,4,3,0,1,0
"Room 8/8 Melwood Court, 
MEADOW HEIGHTS VIC 3048",150.0,1,1, ,1,0,0
"2 Clunes Street, 
KINGSBURY VIC 3083",160.0,8,2, ,0,1,0
"19/345 High Street, 
PRESTON VIC 3072",460.0,2,1,1,1,0,0
"2/7 Oulton Crescent, 
RESERVOIR VIC 3073",460.0,2,1,1,1,0,0
"10 McCrae Street, 
RESERVOIR VIC 3073",460.0,2,1,3,0,1,0
"4/552 Gilbert Road, 
RESERVOIR VIC 3073",460.0,2,1,1,0,0,1
"52 Clingin Street, 
RESERVOIR VIC 3073",460.0,3,1,1,0,1,0
"303/183 Bridge Road, 
RICHMOND VIC 3121",460.0,1,1, ,1,0,0
"14/55 Bendigo Street, 
RICHMOND VIC 3121",460.0,2,1,1,1,0,0
"2/6 Coorabong Avenue, 
ROSEBUD VIC 3939",460.0,3,1,1,0,1,0
"11 Tinapher Drive, 
RYE VIC 3941",460.0,3,1,2,0,1,0
"6/18-22 Abbott Street, 
SANDRINGHAM VIC 3191",460.0,2,1,1,1,0,0
"2/10 Grant Avenue, 
SEAFORD VIC 3198",460.0,2,1,2,1,0,0
"2/6 Ti - Tree Crescent, 
SEAFORD VIC 3198",460.0,3,1,1,1,0,0
"1/189 Geelong Road, 
SEDDON VIC 3011",460.0,2,1,1,1,0,0
"2/1160 Frankston Flinders Road, 
SOMERVILLE VIC 3912",460.0,2,1,1,1,0,0
"3/47 Vernon Street, 
SOUTH KINGSVILLE VIC 3015",460.0,2,1,1,1,0,0
"2/67 Saltley Street, 
SOUTH KINGSVILLE VIC 3015",460.0,2,1,1,1,0,0
"707/52 Park Street, 
SOUTH MELBOURNE VIC 3205",460.0,1,1, ,1,0,0
"11/40 Gorge Road, 
SOUTH MORANG VIC 3752",460.0,2,2,1,0,0,1
"11/883 Plenty Road, 
SOUTH MORANG VIC 3752",460.0,3,2,1,0,1,0
"7/15 Payne Street, 
CAULFIELD NORTH VIC 3161",460.0,2,1,1,1,0,0
"3/268 Bambra Road, 
CAULFIELD SOUTH VIC 3162",460.0,2,1,2,1,0,0
"9/303-305 Huntingdale Road, 
CHADSTONE VIC 3148",460.0,1,1,1,1,0,0
"3/69 Sherwood Avenue, 
CHELSEA VIC 3196",460.0,2,1,2,1,0,0
"2/340 Bay Road (Corner Jack Road), 
CHELTENHAM VIC 3192",460.0,2,1,1,1,0,0
"22 Waulu Avenue, 
CLIFTON SPRINGS VIC 3222",460.0,3,2,2,0,1,0
"4 Honeybrook Lane, 
CLYDE VIC 3978",460.0,3,2,2,0,0,1
"6 Falabela Road, 
CLYDE NORTH VIC 3978",460.0,4,2,2,0,1,0
"34 Kilmarnock Way, 
CLYDE NORTH VIC 3978",460.0,3,2,1,0,1,0
"64 Jester drive, 
COBBLEBANK VIC 3338",480.0,4,2,2,0,1,0
"1A Mashoobra Street, 
COBURG NORTH VIC 3058",460.0,2,1,1,1,0,0
"17 Domain Way, 
CRAIGIEBURN VIC 3064",460.0,3,2,1,0,1,0
"38A Bainbridge Close, 
CRAIGIEBURN VIC 3064",480.0,3,2,1,0,1,0
"6 Yarramie Circuit, 
CRAIGIEBURN VIC 3064",460.0,3,2,2,0,0,1
"30 Featherpark Way, 
CRAIGIEBURN VIC 3064",460.0,3,2,2,0,0,1
"33 Lorna Street Street, 
CRANBOURNE VIC 3977",460.0,3,1,1,0,1,0
"51 Cornwell Crescent, 
CRANBOURNE EAST VIC 3977",460.0,3,2,1,0,1,0
"42 Criterion Way, 
CRANBOURNE EAST VIC 3977",460.0,3,1,1,0,0,1
"35 Mossey Crescent, 
CRANBOURNE EAST VIC 3977",460.0,3,2,1,0,1,0
"7 Walnut Court, 
CRANBOURNE NORTH VIC 3977",460.0,3,1,2,0,1,0
"14 Rainsford Place, 
MELTON WEST VIC 3337",350.0,3,2,2,0,1,0
"1/46 Riviera Street, 
MENTONE VIC 3194",350.0,1,1,1,1,0,0
"5/30 Riviera Street, 
MENTONE VIC 3194",350.0,1,1,1,1,0,0
"2/108-110 Maribyrnong Road, 
MOONEE PONDS VIC 3039",350.0,1,1, ,1,0,0
"5/14 Hutcheson St, 
MOONEE PONDS VIC 3039",350.0,1,1, ,1,0,0
"6/1 Looker Street, 
MURRUMBEENA VIC 3163",350.0,1,1,1,1,0,0
"4/4 Walnut Street, 
MURRUMBEENA VIC 3163",350.0,1,1,1,1,0,0
"2/2 Manna Gum Court, 
NARRE WARREN VIC 3805",350.0,2,1,1,1,0,0
"3/58 Callander Road, 
NOBLE PARK VIC 3174",350.0,1,1,1,1,0,0
"22 Falcon Street, 
NORLANE VIC 3214",350.0,3,1,1,0,1,0
"8 Falcon Street, 
NORLANE VIC 3214",350.0,3,1, ,0,1,0
"NRAS UNIT/15-27 Wreckyn street, 
NORTH MELBOURNE VIC 3051",350.0,1,1, ,1,0,0
"124/55 Villiers Street, 
NORTH MELBOURNE VIC 3051",350.0,1,1, ,1,0,0
"8/76-82 Arden Street, 
NORTH MELBOURNE VIC 3051",350.0,2,1,1,1,0,0
"1/13 Christmas Street, 
NORTHCOTE VIC 3070",350.0,1,1,1,1,0,0
"2/1423 North Road, 
OAKLEIGH EAST VIC 3166",350.0,1,1, ,0,0,1
"8/50 Lillimur Road, 
ORMOND VIC 3204",350.0,1,1,1,1,0,0
"9/10-12 Lennon Street, 
PARKVILLE VIC 3052",350.0,1,1,1,1,0,0
"G03/42 Porter Street, 
PRAHRAN VIC 3181",350.0,1,1, ,1,0,0
"104/8 Porter Street, 
PRAHRAN VIC 3181",350.0,1,1,1,1,0,0
"29 Sorrell St, 
ARMSTRONG CREEK VIC 3217",520.0,4,2,2,0,1,0
"94 Inglenook Circuit, 
ARMSTRONG CREEK VIC 3217",520.0,4,2,2,0,1,0
"42 Flagstaff Street, 
ARMSTRONG CREEK VIC 3217",520.0,4,2,2,0,1,0
"18 Windansea St, 
ARMSTRONG CREEK VIC 3217",520.0,4,2,2,0,1,0
"27 Elouera Street, 
ARMSTRONG CREEK VIC 3217",520.0,4,2,2,0,1,0
"25 Tenneyson Close, 
ARMSTRONG CREEK VIC 3217",520.0,4,2,2,0,1,0
"38 Curtin Street, 
BELL PARK VIC 3215",520.0,3,2,2,0,1,0
"69a Corinella Street, 
BELL POST HILL VIC 3215",520.0,3,2,1,1,0,0
"33 Corinella Street, 
BELL POST HILL VIC 3215",520.0,4,1,4,0,1,0
"8/61 Bailey Street, 
BELMONT VIC 3216",520.0,3,2,1,0,0,1
"2/585 Warrigal Road, 
BENTLEIGH EAST VIC 3165",520.0,2,1,2,0,1,0
"21 Jamieson Way, 
BERWICK VIC 3806",520.0,3,2,2,0,1,0
"2/35 Manuka Road, 
BERWICK VIC 3806",520.0,4,2,2,0,1,0
"526 Albion Street, 
BRUNSWICK WEST VIC 3055",520.0,2,1,1,0,1,0
"2/10A Lagen Court, 
BUNDOORA VIC 3083",520.0,3,1,2,0,0,1
"101A/399 Burwood Highway, 
BURWOOD VIC 3125",520.0,2,2,1,1,0,0
"5/54 Woyna Avenue, 
CAPEL SOUND VIC 3940",520.0,3,2,2,0,0,1
"2209/570 Lygon Street, 
CARLTON VIC 3053",520.0,2,1, ,1,0,0
"3 Monckton Place, 
CAROLINE SPRINGS VIC 3023",520.0,3,2,2,0,1,0
"9 Athenium Court, 
CARRUM DOWNS VIC 3201",520.0,3,1,2,0,1,0
"787 Park St, 
BRUNSWICK VIC 3056",300.0,1,1, ,1,0,0
"77 Elgar Road, 
BURWOOD VIC 3125",300.0,1,1, ,1,0,0
"255 Cardigan Street, 
CARLTON VIC 3053",300.0,1,1, ,1,0,0
"204A Stony Point Road, 
CRIB POINT VIC 3919",300.0,1,1, ,1,0,0
"1 William Avenue, 
DANDENONG SOUTH VIC 3175",300.0,1,1, ,1,0,0
"21a Lindbergh Boulevard, 
DIGGERS REST VIC 3427",300.0,1,1, ,0,1,0
"76B Doveton Avenue, 
EUMEMMERRING VIC 3177",300.0,1,1, ,1,0,0
"12/95 Summerhill Road, 
FOOTSCRAY VIC 3011",300.0,1,1,1,1,0,0
"5/9 Gordon Street, 
FOOTSCRAY VIC 3011",300.0,1,1,1,1,0,0
"Room 3/14 Royle Street, 
FRANKSTON VIC 3199",300.0,1,1,1,1,0,0
"3/10 Government Road, 
FRANKSTON VIC 3199",300.0,1,1, ,1,0,0
"130/325 Nepean Highway, 
FRANKSTON VIC 3199",300.0,2,1,1,1,0,0
"5/4-6 Quamby Avenue, 
HAMLYN HEIGHTS VIC 3215",300.0,1,1,1,1,0,0
"Units 1 and 8/78a Vines Road, 
HAMLYN HEIGHTS VIC 3215",300.0,1,1, ,1,0,0
"4/10 Duiker court, 
LANGWARRIN VIC 3910",1.0, ,1, ,0,1,0
"903 Dandenong Road, 
MALVERN EAST VIC 3145",300.0,1,1, ,1,0,0
"7/60 Andrew Street, 
MELTON SOUTH VIC 3338",300.0,2,1,1,1,0,0
"2/6 Lindel Street, 
NEWCOMB VIC 3219",300.0,2,1,1,1,0,0
"2/18 Cumberland Street, 
NEWTOWN VIC 3220",300.0,1,1,1,1,0,0
"5 Repartee Street, 
TARNEIT VIC 3029",575.0,4,2,2,0,1,0
"207/28-30 Jackson Street, 
TOORAK VIC 3142",575.0,1,1,1,0,1,0
"10 Fiore Way, 
TRUGANINA VIC 3029",575.0,4,2,2,0,1,0
"33 Park Avenue, 
WEST FOOTSCRAY VIC 3012",575.0,3,2,2,0,1,0
"101/14-16 Anderson Street, 
WEST MELBOURNE VIC 3003",575.0,2,1,1,1,0,0
"3/2 Avoca Avenue, 
ELWOOD VIC 3184",495.0,2,1, ,1,0,0
"10/28 Docker Street, 
ELWOOD VIC 3184",495.0,2,1, ,1,0,0
"6/5 Spray Street, 
ELWOOD VIC 3184",495.0,1,1,1,1,0,0
"7 Castlecrag Close, 
ENDEAVOUR HILLS VIC 3802",495.0,4,2,2,0,1,0
"15 Gammage Boulevard, 
EPPING VIC 3076",495.0,3,2,2,0,1,0
"7/1 Royal Avenue, 
ESSENDON NORTH VIC 3041",495.0,2,1,1,1,0,0
"2/62 McBryde Street, 
FAWKNER VIC 3060",495.0,2,1,1,0,0,1
"407A/72 Ascot Vale Road, 
FLEMINGTON VIC 3031",495.0,1,1,1,1,0,0
"77 Adelaide Street, 
FOOTSCRAY VIC 3011",495.0,2,1, ,0,1,0
"328 Myers Street, 
GEELONG VIC 3220",495.0,4,1,2,0,1,0
"1/15 Coomleigh Avenue, 
GLEN WAVERLEY VIC 3150",495.0,3,1,1,1,0,0
"52 Glen Street, 
GLENROY VIC 3046",495.0,4,1,4,0,1,0
"14 Livida Circuit, 
LYNDHURST VIC 3975",495.0,3,2,1,0,1,0
"8/256 Waiora Road, 
MACLEOD VIC 3085",495.0,3,2,1,0,0,1
"46 Cradle Circuit, 
MANOR LAKES VIC 3024",495.0,4,2,2,0,1,0
"30 Macfarlane Street, 
MARSHALL VIC 3216",495.0,3,2,2,0,1,0
"32/18 Queen Street, 
MELBOURNE VIC 3000",495.0,1,1, ,1,0,0
"408/399 Bourke Street, 
MELBOURNE VIC 3000",495.0,1,1, ,1,0,0
"2411/288 Spencer Street, 
MELBOURNE VIC 3000",495.0, ,1, ,1,0,0
"309/77 Queens Road, 
MELBOURNE VIC 3004",495.0,1,1,1,1,0,0
"6/16 Wiltshire Street, 
SUNSHINE NORTH VIC 3020",480.0,3,1,2,1,0,0
"4 Hall Street, 
SUNSHINE WEST VIC 3020",480.0,5,1,1,0,1,0
"3/13 Mayne Street, 
SUNSHINE WEST VIC 3020",480.0,2,1,1,1,0,0
"83 Pecks Road, 
SYDENHAM VIC 3037",480.0,3,2,1,0,0,1
"20 Lookout Way, 
TARNEIT VIC 3029",480.0,3,2,2,0,1,0
"23 Spree Street, 
TARNEIT VIC 3029",480.0,3,2, ,0,1,0
"12 Snowbridge Road, 
TARNEIT VIC 3029",480.0,3,2,2,0,1,0
"11 Citron Street, 
TARNEIT VIC 3029",480.0,4,2,2,0,1,0
"10 Yacht Court, 
TAYLORS LAKES VIC 3038",480.0,4,2,3,0,1,0
"28 Currajong Street, 
THOMASTOWN VIC 3074",480.0,3,1,4,0,1,0
"5 Nagar Street, 
THORNHILL PARK VIC 3335",480.0,4,3,2,0,1,0
"12 Alma Street, 
TOOTGAROOK VIC 3941",480.0,3,1,1,0,1,0
"2 Iris Close, 
TOOTGAROOK VIC 3941",480.0,3,1,2,0,1,0
"6/39-41 Flemington Street, 
TRAVANCORE VIC 3032",480.0,2,1,1,1,0,0
"11 Bushfield Road, 
TRUGANINA VIC 3029",480.0,3,2,2,0,1,0
"34 SANKARU STREET, 
TRUGANINA VIC 3029",480.0,4,2,2,0,1,0
"28 Wheat Avenue, 
TRUGANINA VIC 3029",480.0,3,3,2,0,1,0
"16 Rio Way, 
TRUGANINA VIC 3029",480.0,4,2,2,0,1,0
"48 Woodbury Street, 
WILLIAMS LANDING VIC 3027",720.0,5,3,2,0,1,0
"72 Kororoit Creek Road, 
WILLIAMSTOWN VIC 3016",720.0,3,2,1,0,0,1
"3/37 Stephen Street, 
YARRAVILLE VIC 3013",720.0,3,2,2,0,0,1
"6 Gareth Avenue, 
BEAUMARIS VIC 3193",725.0,4,2,2,0,1,0
"2/357 Lygon Street, 
BRUNSWICK VIC 3056",725.0,3,1,1,0,0,1
"1C Cumming Street, 
BRUNSWICK WEST VIC 3055",725.0,3,1,2,0,0,1
"19 Henry Street, 
CARLTON NORTH VIC 3054",725.0,3,1, ,0,1,0
"18 Curtain Street, 
CARLTON NORTH VIC 3054",725.0,2,1, ,0,1,0
"46 Enterprize Avenue, 
CHELSEA HEIGHTS VIC 3196",725.0,4,2,1,0,1,0
"2/48 Panorama Street, 
CLAYTON VIC 3168",725.0,4,2,1,0,1,0
"46 Clifton Avenue, 
CLIFTON HILL VIC 3068",725.0,2,1,1,0,0,1
"407/75 Wellington Street, 
COLLINGWOOD VIC 3066",725.0,2,2,1,1,0,0
"1103/387 Docklands Drive, 
DOCKLANDS VIC 3008",725.0,2,1,1,1,0,0
"1/2 Wellington Crescent, 
EAST MELBOURNE VIC 3002",725.0,2,2,1,1,0,0
"5/5 Flower Street, 
ESSENDON VIC 3040",725.0,3,2,2,0,0,1
"21 John Street, 
IVANHOE VIC 3079",725.0,3,2,2,0,1,0
"402/30 Wreckyn Street, 
NORTH MELBOURNE VIC 3051",440.0,1,1,1,1,0,0
"1/1 Sylvester Street, 
OAK PARK VIC 3046",1.0,3,1,1,1,0,0
"2/10 Cooper Street, 
PRESTON VIC 3072",440.0,2,1,2,1,0,0
"26 Kirby St, 
RESERVOIR VIC 3073",440.0,3,1,4,0,1,0
"73 Cuthbert Road, 
RESERVOIR VIC 3073",440.0,3,1,1,0,1,0
"5/10-12 George Street, 
RESERVOIR VIC 3073",440.0,2,1,1,1,0,0
"306/28 Burnley Street, 
RICHMOND VIC 3121",440.0,1,1,1,1,0,0
"4 Akthar Avenue, 
ROCKBANK VIC 3335",440.0,4,2,1,0,1,0
"82 Wireless Drive, 
ROCKBANK VIC 3335",440.0,2,1,2,0,0,1
"2005 Western Highway, 
ROCKBANK VIC 3335",440.0,4,1,2,0,1,0
"45 Ashenden Square, 
ROSEBUD VIC 3939",440.0,2,1,5,0,1,0
"161 Third Avenue, 
ROSEBUD VIC 3939",440.0,2,1,2,0,1,0
"2 Pearson Court, 
ROSEBUD VIC 3939",440.0,3,1,2,0,1,0
"10 Richmond Terrace, 
ROXBURGH PARK VIC 3064",440.0,3,1,2,0,0,1
"5/157 Austin Road, 
SEAFORD VIC 3198",440.0,3,2,2,1,0,0
"409/69-71 Stead Street, 
SOUTH MELBOURNE VIC 3205",440.0,1,1,1,1,0,0
"308/35 Wilson Street, 
SOUTH YARRA VIC 3141",440.0,1,1, ,1,0,0
"1606/109 Clarendon Street, 
SOUTHBANK VIC 3006",440.0,1,1, ,1,0,0
"911/118 Kavanagh Street, 
SOUTHBANK VIC 3006",440.0,1,1, ,1,0,0
"2/20 Denbigh Road, 
ARMADALE VIC 3143",750.0,3,2,1,1,0,0
"12/4-12 Fisher Parade, 
ASCOT VALE VIC 3032",750.0,3,2,2,0,0,1
"14 Hurtle Street, 
ASCOT VALE VIC 3032",750.0,4,1,2,0,1,0
